,MSFT,AMZN,SNOW,BABA,MU,BNGO,FSLY,BIDU,NNDM,FSLR,CRM,SUMO,XPEV,FROG,SPLK,U,1810.HK,NVDA,TSLA,CSCO,AAPL,GOOG,TWLO,SPOT,MDB,DASH,NIO,QCOM,AMD,Date,MSFT_initial_total,MSFT_current_total,MSFT_profit_nominal,MSFT_profit_rate,AMZN_initial_total,AMZN_current_total,AMZN_profit_nominal,AMZN_profit_rate,SNOW_initial_total,SNOW_current_total,SNOW_profit_nominal,SNOW_profit_rate,BABA_initial_total,BABA_current_total,BABA_profit_nominal,BABA_profit_rate,MU_initial_total,MU_current_total,MU_profit_nominal,MU_profit_rate,BNGO_initial_total,BNGO_current_total,BNGO_profit_nominal,BNGO_profit_rate,FSLY_initial_total,FSLY_current_total,FSLY_profit_nominal,FSLY_profit_rate,BIDU_initial_total,BIDU_current_total,BIDU_profit_nominal,BIDU_profit_rate,NNDM_initial_total,NNDM_current_total,NNDM_profit_nominal,NNDM_profit_rate,FSLR_initial_total,FSLR_current_total,FSLR_profit_nominal,FSLR_profit_rate,CRM_initial_total,CRM_current_total,CRM_profit_nominal,CRM_profit_rate,SUMO_initial_total,SUMO_current_total,SUMO_profit_nominal,SUMO_profit_rate,XPEV_initial_total,XPEV_current_total,XPEV_profit_nominal,XPEV_profit_rate,FROG_initial_total,FROG_current_total,FROG_profit_nominal,FROG_profit_rate,SPLK_initial_total,SPLK_current_total,SPLK_profit_nominal,SPLK_profit_rate,U_initial_total,U_current_total,U_profit_nominal,U_profit_rate,1810.HK_initial_total,1810.HK_current_total,1810.HK_profit_nominal,1810.HK_profit_rate,NVDA_initial_total,NVDA_current_total,NVDA_profit_nominal,NVDA_profit_rate,TSLA_initial_total,TSLA_current_total,TSLA_profit_nominal,TSLA_profit_rate,CSCO_initial_total,CSCO_current_total,CSCO_profit_nominal,CSCO_profit_rate,AAPL_initial_total,AAPL_current_total,AAPL_profit_nominal,AAPL_profit_rate,GOOG_initial_total,GOOG_current_total,GOOG_profit_nominal,GOOG_profit_rate,TWLO_initial_total,TWLO_current_total,TWLO_profit_nominal,TWLO_profit_rate,SPOT_initial_total,SPOT_current_total,SPOT_profit_nominal,SPOT_profit_rate,MDB_initial_total,MDB_current_total,MDB_profit_nominal,MDB_profit_rate,DASH_initial_total,DASH_current_total,DASH_profit_nominal,DASH_profit_rate,NIO_initial_total,NIO_current_total,NIO_profit_nominal,NIO_profit_rate,QCOM_initial_total,QCOM_current_total,QCOM_profit_nominal,QCOM_profit_rate,AMD_initial_total,AMD_current_total,AMD_profit_nominal,AMD_profit_rate,initial_value_for_date,current_value_for_date,profit_nominal_for_date,profit_rate_for_date
64,234.5500030517578,3159.530029296875,273.5199890136719,250.33999633789062,92.5199966430664,11.1899995803833,75.76000213623047,304.010009765625,11.819999694824219,88.02999877929688,240.47000122070312,32.84000015258789,38.709999084472656,58.81999969482422,152.52999877929688,110.52999877929688,26.850000381469727,144.99000549316406,742.02001953125,45.7400016784668,125.3499984741211,2095.169921875,408.9599914550781,334.69000244140625,398.1400146484375,176.32000732421875,51.86000061035156,141.10000610351562,86.94000244140625,2021-02-24,1054.95,1172.750015258789,117.80001525878902,11.166407437204514,3250.0,3159.530029296875,-90.469970703125,-2.78369140625,51.41,41.848558319091794,-9.561441680908203,-18.59840824918927,1375.0,1251.6999816894531,-123.30001831054688,-8.967274058948863,,,,,,,,,,,,,,,,,69.0,88.05899772644044,19.058997726440438,27.621735835420925,,,,,190.0,188.76895095825196,-1.2310490417480366,-0.6479205482884404,,,,,,,,,,,,,,,,,120.53,106.10879882812499,-14.421201171875012,-11.964823008275957,100.24,103.66785147285462,3.427851472854627,3.4196443264710967,100.0,117.4419044494629,17.441904449462896,17.441904449462896,50.0,61.58766162109375,11.587661621093751,23.175323242187503,79.06,78.67280288696288,-0.3871971130371179,-0.4897509651367542,72.0,66.43549919128418,-5.56450080871582,-7.72847334543864,71.8,80.66404199218749,8.864041992187495,12.34546238466225,60.6,71.15903851318359,10.559038513183587,17.42415596234915,,,,,55.0,55.73960205078126,0.739602050781258,1.344731001420469,52.7,51.132802124023435,-1.567197875976568,-2.9738100113407357,50.0,47.71120056152344,-2.288799438476559,-4.577598876953118,150.0,155.2100067138672,5.2100067138671875,3.4733378092447915,50.0,49.555801391601555,-0.4441986083984446,-0.8883972167968892,7002.29,6947.743545045852,-54.54645495414736,-0.7789802329544695
65,228.99000549316406,3057.159912109375,260.3399963378906,240.17999267578125,88.12000274658203,10.020000457763672,72.19000244140625,294.20001220703125,10.180000305175781,81.4000015258789,231.0800018310547,30.09000015258789,35.400001525878906,54.58000183105469,145.0800018310547,104.55000305175781,26.850000381469727,133.0749969482422,682.219970703125,45.52000045776367,120.98999786376953,2031.3599853515625,377.5899963378906,303.05999755859375,380.0,166.8699951171875,46.810001373291016,135.52999877929688,82.41999816894531,2021-02-25,1054.95,1144.9500274658203,90.00002746582027,8.531212613471755,3250.0,3057.159912109375,-192.840087890625,-5.9335411658653845,51.41,39.83201943969726,-11.577980560302734,-22.520872515663754,1375.0,1200.8999633789062,-174.10003662109375,-12.661820845170455,,,,,,,,,,,,,,,,,119.0,123.89060371398925,4.89060371398925,4.109751020159034,,,,,190.0,181.39780143737795,-8.60219856262205,-4.527472927695816,,,,,,,,,,,,,,,,,120.53,100.36800292968749,-20.16199707031251,-16.727783182869416,100.24,103.66785147285462,3.427851472854627,3.4196443264710967,100.0,107.79074752807618,7.7907475280761815,7.790747528076181,50.0,56.624257568359376,6.624257568359376,13.248515136718751,149.87,148.8504014968872,-1.0195985031128032,-0.6803219477632636,72.0,64.12469886779786,-7.875301132202139,-10.937918239169639,71.8,78.20735943603516,6.407359436035165,8.923898935982125,60.6,65.70065936279296,5.10065936279296,8.41692964157254,,,,,55.0,53.2,-1.7999999999999972,-3.2727272727272676,52.7,48.39229858398437,-4.307701416015632,-8.174006482003097,50.0,43.06520126342774,-6.934798736572262,-13.869597473144522,150.0,149.08299865722657,-0.9170013427734318,-0.6113342285156212,50.0,46.97939895629882,-3.020601043701177,-6.041202087402354,7123.1,6814.184203668594,-308.91579633140566,-4.336816783863857
66,232.3800048828125,3092.929931640625,259.5400085449219,237.75999450683594,91.52999877929688,9.729999542236328,73.58000183105469,283.4599914550781,9.84000015258789,81.0199966430664,216.5,30.3799991607666,34.11000061035156,53.4900016784668,143.00999450683594,107.62999725341797,25.299999237060547,137.14500427246094,675.5,44.869998931884766,121.26000213623047,2036.8599853515625,392.8800048828125,307.3800048828125,385.92999267578125,169.49000549316406,45.779998779296875,136.19000244140625,84.51000213623047,2021-02-26,1054.95,1161.9000244140625,106.95002441406245,10.137923542733065,3250.0,3092.929931640625,-157.070068359375,-4.832925180288462,51.41,39.70962130737305,-11.700378692626948,-22.758954858251215,1375.0,1188.7999725341797,-186.2000274658203,-13.541820179332387,,,,,,,,,,,,,,,,,119.0,119.75280185699462,0.7528018569946227,0.6326066025164896,,,,,190.0,169.95250000000001,-20.047499999999985,-10.551315789473676,,,,,,,,,,,,,,,,,120.53,103.32479736328125,-17.205202636718752,-14.274622614053557,100.24,97.68329705429078,-2.556702945709219,-2.550581549989245,100.0,111.08745346069337,11.087453460693368,11.087453460693368,50.0,56.066500000000005,6.066500000000005,12.133000000000012,149.87,146.7248965072632,-3.1451034927368084,-2.098554408978987,72.0,64.26780113220215,-7.732198867797848,-10.739165094163678,71.8,78.41910943603516,6.61910943603516,9.218815370522508,60.6,68.36112084960936,7.761120849609362,12.807130114866935,59.91,60.24648095703125,0.3364809570312559,0.5616440611438089,55.0,54.03019897460938,-0.9698010253906233,-1.763274591619315,52.7,49.152101593017576,-3.5478984069824264,-6.732255041712384,50.0,42.117598876953124,-7.882401123046876,-15.76480224609375,150.0,149.8090026855469,-0.19099731445311363,-0.1273315429687424,50.0,48.17070121765136,-1.829298782348637,-3.658597564697274,7183.01,6902.505911861419,-280.5040881385803,-3.905105076264424
67,236.94000244140625,3146.139892578125,272.1700134277344,241.69000244140625,94.76000213623047,9.84000015258789,77.25,295.5799865722656,10.260000228881836,84.88999938964844,217.5399932861328,30.81999969482422,35.5,55.869998931884766,151.25999450683594,108.52999877929688,25.799999237060547,138.41749572753906,718.4299926757812,45.91999816894531,127.79000091552734,2081.510009765625,415.7799987792969,321.2799987792969,395.0400085449219,168.88999938964844,49.7599983215332,139.49000549316406,86.38999938964844,2021-03-01,1054.95,1184.7000122070312,129.7500122070312,12.299162254801765,3250.0,3146.139892578125,-103.860107421875,-3.1956956129807694,51.41,41.642012054443356,-9.76798794555664,-19.000171067023228,1375.0,1208.4500122070312,-166.54998779296875,-12.112726384943182,,,,,,,,,,,,,,,,,119.0,124.86420278549194,5.8642027854919405,4.9279015004133955,,,,,190.0,170.76889472961426,-19.23110527038574,-10.1216343528346,,,,,,,,,,,,,,,,,120.53,104.188798828125,-16.341201171875,-13.557787415477474,100.24,99.61379705429079,-0.6262029457092098,-0.6247036569325716,100.0,112.11817153930664,12.118171539306644,12.118171539306646,50.0,59.629689392089844,9.629689392089844,19.259378784179688,149.87,150.15839401245117,0.2883940124511639,0.19242944715497692,72.0,67.7287004852295,-4.271299514770504,-5.932360437181256,71.8,80.13813537597656,8.338135375976563,11.613001916401899,2058.0,2151.245713684082,93.24571368408215,4.530889877749376,59.91,62.97087976074219,3.0608797607421963,5.109129962847932,55.0,55.30560119628907,0.3056011962890679,0.5556385387073962,52.7,48.97809982299805,-3.721900177001956,-7.062429178371833,50.0,45.77919845581055,-4.220801544189449,-8.441603088378898,150.0,153.4390060424805,3.439006042480486,2.2926706949869904,50.0,49.242299652099604,-0.7577003479003963,-1.5154006958007926,9180.410000000002,9117.10151186371,-63.30848813629139,-0.6896041477046448
68,233.8699951171875,3094.530029296875,270.6000061035156,234.4199981689453,91.08999633789062,9.479999542236328,70.9000015258789,301.92999267578125,9.609999656677246,83.19000244140625,213.47000122070312,29.5,31.5,53.5099983215332,149.08999633789062,108.0999984741211,26.049999237060547,134.0625,686.4400024414062,45.52000045776367,125.12000274658203,2075.840087890625,394.6199951171875,322.739990234375,379.92999267578125,160.58999633789062,43.290000915527344,137.0399932861328,84.12999725341797,2021-03-02,1054.95,1169.3499755859375,114.39997558593745,10.84411352063486,3250.0,3094.530029296875,-155.469970703125,-4.78369140625,51.41,41.40180093383789,-10.008199066162106,-19.467416973666808,1375.0,1172.0999908447266,-202.90000915527344,-14.756364302201705,,,,,,,,,,,,,,,,,119.0,116.95369582176208,-2.046304178237918,-1.719583343057074,,,,,190.0,167.57395095825197,-22.42604904174803,-11.803183706183173,,,,,,,,,,,,,,,,,120.53,103.77599853515625,-16.754001464843753,-13.900275006092885,100.24,100.57904705429078,0.33904705429078774,0.33823528959575794,100.0,108.590625,8.590625000000003,8.590625000000003,50.0,56.974520202636725,6.974520202636725,13.949040405273449,149.87,148.8504014968872,-1.0195985031128032,-0.6803219477632636,72.0,66.31360145568848,-5.6863985443115155,-7.897775755988216,71.8,79.91984338378906,8.11984338378906,11.308974072129612,2058.0,2041.7638547363283,-16.236145263671688,-0.7889283412862822,59.91,63.2570380859375,3.3470380859375055,5.58677697535888,55.0,53.19019897460938,-1.8098010253906196,-3.2905473188920356,52.7,46.571098937988275,-6.128901062011728,-11.629793286549768,50.0,39.82680084228516,-10.17319915771484,-20.34639831542968,150.0,150.7439926147461,0.7439926147461051,0.49599507649740343,50.0,47.95409843444824,-2.045901565551759,-4.091803131103518,9180.410000000002,8870.22056319618,-310.18943680381767,-3.378818993964551
69,227.55999755859375,3005.0,247.02999877929688,236.27000427246094,89.11000061035156,8.550000190734863,68.01000213623047,277.79998779296875,8.770000457763672,78.87999725341797,206.0,28.280000686645508,30.030000686645508,49.65999984741211,143.19000244140625,102.80000305175781,26.450000762939453,128.04750061035156,653.2000122070312,45.130001068115234,122.05999755859375,2026.7099609375,364.5199890136719,300.239990234375,352.04998779296875,148.25,41.529998779296875,131.66000366210938,80.86000061035156,2021-03-03,1054.95,1137.7999877929688,82.8499877929687,7.853451613154055,3250.0,3005.0,-245.0,-7.538461538461538,51.41,37.79558981323242,-13.614410186767579,-26.48202720631702,1375.0,1181.3500213623047,-193.6499786376953,-14.083634810014205,,,,,,,,,,,,,,,,,119.0,106.7309055709839,-12.269094429016107,-10.31016338572782,,,,,190.0,161.71,-28.289999999999992,-14.889473684210522,,,,,,,,,,,,,,,,,120.53,98.6880029296875,-21.8419970703125,-18.121627039170747,100.24,102.12345294570923,1.8834529457092373,1.8789434813539878,100.0,103.71847549438478,3.7184754943847764,3.7184754943847764,50.0,54.215601013183594,4.215601013183594,8.431202026367188,149.87,147.57510349273682,-2.2948965072631893,-1.531258095191292,72.0,64.6917987060547,-7.308201293945302,-10.150279574924031,71.8,78.02833349609375,6.228333496093754,8.674559186760103,2058.0,1886.0264231567385,-171.97357684326153,-8.35634484175226,59.91,58.847038085937506,-1.062961914062491,-1.7742645869846287,55.0,49.28699829101563,-5.713001708984372,-10.38727583451704,52.7,42.9925,-9.707500000000003,-18.420303605313098,50.0,38.20759887695313,-11.792401123046872,-23.584802246093744,150.0,144.8260040283203,-5.1739959716796875,-3.4493306477864585,50.0,46.090200347900385,-3.9097996520996148,-7.81959930419923,9180.410000000002,8545.704035404207,-634.7059645957944,-6.9136995471421665
70,226.72999572753906,2977.570068359375,249.0,230.5,84.33000183105469,6.900000095367432,65.48999786376953,260.5899963378906,7.789999961853027,75.36000061035156,205.3300018310547,27.219999313354492,29.360000610351562,47.209999084472656,139.47000122070312,95.58999633789062,25.399999618530273,123.70249938964844,621.4400024414062,44.560001373291016,120.12999725341797,2049.090087890625,346.04998779296875,285.010009765625,328.2900085449219,150.0,39.279998779296875,127.80000305175781,77.75,2021-03-04,1054.95,1133.6499786376953,78.69997863769527,7.460067172633325,3250.0,2977.570068359375,-272.429931640625,-8.382459435096154,51.41,38.097,-13.312999999999995,-25.895740128379686,1375.0,1152.5,-222.5,-16.181818181818183,,,,,,,,,300.0,302.56379013061525,2.5637901306152457,0.8545967102050819,,,,,119.0,94.80429953575134,-24.19570046424866,-20.332521398528282,200.0,201.21120162963868,1.2112016296386798,0.6056008148193399,190.0,161.18405143737795,-28.815948562622054,-15.1662887171695,180.0,185.91259531021117,5.912595310211174,3.284775172339541,,,,,151.6,152.9603970336914,1.360397033691413,0.8973595209046261,150.0,149.23290130615234,-0.7670986938476574,-0.5113991292317716,120.53,91.766396484375,-28.763603515625007,-23.86426907460799,100.24,98.0693985271454,-2.1706014728545995,-2.16540450204968,200.0,186.79077407836914,-13.20922592163086,-6.604612960815429,150.0,153.86854460449217,3.868544604492172,2.5790297363281147,149.87,145.71120449066163,-4.1587955093383755,-2.7749352834712586,72.0,63.668898544311524,-8.331101455688476,-11.570974244011772,71.8,78.88996838378907,7.089968383789071,9.874607776865002,2128.0,1860.9530193542482,-267.0469806457518,-12.549200218315402,59.91,55.861961914062505,-4.048038085937492,-6.75686544139124,55.0,45.96060119628907,-9.039398803710931,-16.435270552201693,52.7,43.5,-9.200000000000003,-17.457305502846303,50.0,36.13759887695313,-13.862401123046872,-27.724802246093745,150.0,140.58000335693362,-9.419996643066384,-6.279997762044256,50.0,44.317499999999995,-5.6825000000000045,-11.365000000000009,10432.010000000002,9595.76215319214,-836.2478468078612,-8.016171828898385
71,231.60000610351562,3000.4599609375,239.72999572753906,233.88999938964844,88.93000030517578,7.150000095367432,64.83999633789062,261.7200012207031,7.610000133514404,73.69999694824219,210.75999450683594,27.600000381469727,28.030000686645508,47.400001525878906,136.77000427246094,93.81999969482422,24.450000762939453,124.61499786376953,597.9500122070312,46.25,121.41999816894531,2108.5400390625,337.2799987792969,274.9800109863281,308.1700134277344,151.47999572753906,38.11000061035156,129.75,78.5199966430664,2021-03-05,1054.95,1158.0000305175781,103.05003051757808,9.768238354194803,3250.0,3000.4599609375,-249.5400390625,-7.678155048076923,51.41,36.678689346313476,-14.73131065368652,-28.654562640899673,1375.0,1169.4499969482422,-205.5500030517578,-14.949091131036932,,,,,,,,,300.0,299.5607830810547,-0.4392169189453057,-0.14640563964843523,,,,,119.0,92.6137016248703,-26.386298375129698,-22.17335997910059,200.0,196.77899185180664,-3.221008148193363,-1.6105040740966814,190.0,165.44659568786622,-24.55340431213378,-12.922844374807253,180.0,188.50800260543824,8.508002605438236,4.726668114132353,,,,,151.6,153.57600494384766,1.97600494384767,1.3034333402689116,150.0,146.34390457153322,-3.6560954284667844,-2.4373969523111896,120.53,90.06719970703125,-30.46280029296875,-25.274039901243466,100.24,94.40145294570924,-5.838547054290757,-5.8245680908726625,200.0,188.168646774292,-11.831353225708,-5.915676612853999,250.0,245.81725001831055,-4.182749981689454,-1.6730999926757817,149.87,151.2375,1.3675000000000068,0.9124574631347213,72.0,64.35259902954103,-7.647400970458975,-10.621390236748576,71.8,81.17879150390625,9.378791503906257,13.062383710175846,2128.0,1813.7906494354252,-314.20935056457483,-14.765477000214984,59.91,53.896082153320314,-6.013917846679682,-10.038253791820534,55.0,43.143801879882815,-11.856198120117185,-21.55672385475852,52.7,43.929198760986324,-8.770801239013679,-16.64288660154398,50.0,35.06120056152344,-14.938799438476558,-29.877598876953115,150.0,142.72500000000002,-7.274999999999977,-4.8499999999999845,50.0,44.75639808654785,-5.243601913452153,-10.487203826904306,10532.010000000002,9699.942432972528,-832.0675670274729,-7.9003681825926275
72,227.38999938964844,2951.949951171875,213.99000549316406,226.69000244140625,85.05000305175781,7.769999980926514,62.04999923706055,232.67999267578125,7.949999809265137,71.44999694824219,207.72000122070312,25.56999969482422,26.920000076293945,44.900001525878906,131.02999877929688,92.75,22.350000381469727,115.93250274658203,563.0,47.5099983215332,116.36000061035156,2024.1700439453125,320.5899963378906,258.3299865722656,287.04998779296875,133.41000366210938,35.209999084472656,123.19999694824219,73.95999908447266,2021-03-08,1054.95,1136.9499969482422,81.99999694824214,7.772879942010725,3250.0,2951.949951171875,-298.050048828125,-9.170770733173077,51.41,32.7404708404541,-18.669529159545895,-36.31497599600447,1375.0,1133.4500122070312,-241.54998779296875,-17.567271839488637,,,,,,,,,300.0,286.67099647521974,-13.329003524780262,-4.443001174926754,,,,,119.0,96.7514976787567,-22.248502321243294,-18.696220438019576,200.0,190.77149185180664,-9.228508148193356,-4.614254074096678,190.0,163.06020095825195,-26.939799041748046,-14.178841600920025,180.0,174.6430979156494,-5.356902084350594,-2.9760567135281075,,,,,151.6,145.47600494384767,-6.123995056152324,-4.039574575298367,150.0,140.20209869384766,-9.79790130615234,-6.53193420410156,120.53,89.03999999999999,-31.49000000000001,-26.12627561602921,100.24,86.29335147285462,-13.94664852714537,-13.913256711038878,200.0,175.05807914733887,-24.941920852661127,-12.470960426330564,250.0,231.44930000000002,-18.550699999999978,-7.420279999999992,149.87,155.35769451141357,5.487694511413565,3.6616364258447756,72.0,61.67080032348633,-10.329199676513667,-14.346110661824538,71.8,77.93054669189453,6.130546691894537,8.538365866148382,2128.0,1724.0368233062748,-403.96317669372525,-18.983231987487088,59.91,50.63267736816407,-9.27732263183593,-15.485432535196011,55.0,40.18699829101563,-14.813001708984373,-26.932730379971588,52.7,38.688901062011716,-14.011098937988287,-26.586525499029005,50.0,32.39319915771485,-17.606800842285153,-35.21360168457031,150.0,135.5199966430664,-14.480003356933594,-9.653335571289062,50.0,42.15719947814941,-7.842800521850592,-15.685601043701183,10532.010000000002,9393.081387138369,-1138.928612861633,-10.813972004029933
73,233.77999877929688,3062.85009765625,230.02000427246094,238.13999938964844,89.30000305175781,9.020000457763672,69.0,264.2799987792969,9.479999542236328,76.66999816894531,211.52999877929688,27.0,29.969999313354492,47.18000030517578,135.8699951171875,98.05000305175781,21.950000762939453,125.20249938964844,673.5800170898438,47.88999938964844,121.08999633789062,2052.699951171875,362.3599853515625,273.5799865722656,311.9200134277344,141.47999572753906,41.349998474121094,129.11000061035156,78.52999877929688,2021-03-09,1054.95,1168.8999938964844,113.94999389648433,10.801459206264214,3250.0,3062.85009765625,-187.14990234375,-5.7584585336538465,51.41,35.19306065368652,-16.216939346313474,-31.54432862539093,1375.0,1190.6999969482422,-184.3000030517578,-13.403636585582387,,,,,,,,,300.0,318.78000000000003,18.78000000000003,6.26000000000001,,,,,119.0,115.37159442901611,-3.6284055709838867,-3.0490803117511653,200.0,204.708895111084,4.70889511108399,2.354447555541995,190.0,166.05104904174806,-23.94895095825194,-12.604711030658917,180.0,184.41,4.409999999999997,2.449999999999998,,,,,151.6,152.86320098876953,1.2632009887695403,0.833246034808404,150.0,145.38089477539063,-4.6191052246093705,-3.079403483072914,120.53,94.1280029296875,-26.401997070312504,-21.904917506274376,100.24,84.74895294570923,-15.49104705429076,-15.453957556155988,200.0,189.05577407836915,-10.944225921630846,-5.472112960815423,250.0,276.9087450256348,26.9087450256348,10.763498010253919,149.87,156.6002980041504,6.730298004150399,4.49075732578261,72.0,64.17769805908203,-7.822301940917967,-10.864308251274954,71.8,79.02894812011719,7.228948120117195,10.068172869244005,2128.0,1948.663293225098,-179.33670677490204,-8.427476822128856,59.91,53.621677368164065,-6.288322631835932,-10.496282142940967,55.0,43.668801879882814,-11.331198120117186,-20.602178400213063,52.7,41.029198760986326,-11.670801239013677,-22.145732901354222,50.0,38.041998596191405,-11.958001403808595,-23.916002807617186,150.0,142.02100067138673,-7.97899932861327,-5.31933288574218,50.0,44.76209930419922,-5.237900695800782,-10.475801391601564,10532.010000000002,10001.66527246933,-530.3447275306698,-5.035550930265653
74,232.4199981689453,3057.639892578125,227.11000061035156,234.3000030517578,85.41000366210938,8.670000076293945,68.98999786376953,255.13999938964844,9.380000114440918,75.72000122070312,211.9600067138672,25.75,30.700000762939453,45.880001068115234,133.91000366210938,99.88999938964844,21.799999237060547,124.68250274658203,668.0599975585938,48.290000915527344,119.9800033569336,2055.030029296875,352.7699890136719,270.19000244140625,294.45001220703125,135.77000427246094,41.31999969482422,127.87000274658203,77.5199966430664,2021-03-10,1054.95,1162.0999908447266,107.14999084472652,10.15687860512124,3250.0,3057.639892578125,-192.360107421875,-5.918772536057692,51.41,34.74783009338379,-16.662169906616207,-32.410367451111085,1375.0,1171.500015258789,-203.49998474121094,-14.799998890269887,,,,,,,,,300.0,318.73379013061526,18.73379013061526,6.244596710205087,,,,,119.0,114.15460139274597,-4.845398607254026,-4.071763535507585,200.0,202.17240325927733,2.1724032592773312,1.0862016296386656,190.0,166.38860527038574,-23.61139472961426,-12.427049857691717,180.0,175.8725,-4.127499999999998,-2.2930555555555543,,,,,151.6,148.65120346069338,-2.9487965393066133,-1.945116450729956,150.0,143.28370391845704,-6.716296081542964,-4.477530721028643,120.53,95.89439941406249,-24.63560058593751,-20.43939316845392,100.24,84.16979705429078,-16.070202945709212,-16.031726801385886,200.0,188.27057914733888,-11.729420852661121,-5.864710426330561,250.0,274.6394649963379,24.639464996337892,9.855785998535158,149.87,157.9083029937744,8.038302993774408,5.363517043954366,72.0,63.58940177917481,-8.410598220825193,-11.681386417812767,71.8,79.11865612792968,7.318656127929685,10.193114384303183,2128.0,1897.0911699188234,-230.90883008117657,-10.850978857198147,59.91,52.95724047851563,-6.952759521484367,-11.605340546627222,55.0,41.22300170898438,-13.776998291015623,-25.049087801846586,52.7,39.37330123901367,-13.326698760986332,-25.287853436406703,50.0,38.014399719238284,-11.985600280761716,-23.971200561523432,150.0,140.65700302124026,-9.342996978759743,-6.228664652506495,50.0,44.18639808654785,-5.813601913452153,-11.627203826904307,10532.010000000002,9892.33765189247,-639.6723481075285,-6.073601792132093
75,237.1300048828125,3113.590087890625,237.80999755859375,240.8000030517578,89.30999755859375,9.529999732971191,75.44000244140625,272.3800048828125,11.100000381469727,81.0199966430664,215.9499969482422,22.270000457763672,34.810001373291016,49.02000045776367,138.19000244140625,106.5999984741211,21.850000381469727,129.93499755859375,699.5999755859375,48.79999923706055,121.95999908447266,2114.77001953125,374.25,286.9599914550781,327.260009765625,144.97000122070312,46.029998779296875,131.74000549316406,81.2300033569336,2021-03-11,1054.95,1185.6500244140625,130.70002441406245,12.389215073137349,3250.0,3113.590087890625,-136.409912109375,-4.197228064903846,51.41,36.384929626464846,-15.02507037353515,-29.22596843714287,1375.0,1204.000015258789,-170.99998474121094,-12.436362526633523,,,,,,,,,300.0,348.5328112792969,48.53281127929688,16.177603759765624,,,,,119.0,135.08700464248656,16.087004642486562,13.518491296207197,200.0,216.3233910369873,16.32339103698729,8.161695518493644,190.0,169.52074760437011,-20.479252395629885,-10.778553892436781,180.0,152.10410312652587,-27.89589687347413,-15.497720485263406,,,,,151.6,158.82480148315432,7.224801483154323,4.765700186777258,150.0,147.8633026123047,-2.136697387695307,-1.4244649251302046,120.53,102.33599853515625,-18.19400146484375,-15.094998311494026,100.24,84.36285147285462,-15.87714852714538,-15.839134604095552,200.0,196.20184631347655,-3.798153686523449,-1.8990768432617244,250.0,287.6055499633789,37.605549963378905,15.042219985351563,149.87,159.57599750518798,9.70599750518798,6.476277777532514,72.0,64.63879951477051,-7.361200485229489,-10.223889562818734,71.8,81.41864575195312,9.618645751953125,13.396442551466748,2128.0,2012.6042250000003,-115.39577499999973,-5.422733787593972,59.91,56.244158325195315,-3.665841674804682,-6.118914496419099,55.0,45.8164013671875,-9.183598632812497,-16.69745205965909,52.7,42.0413003540039,-10.658699645996101,-20.2252365199167,50.0,42.34759887695313,-7.652401123046872,-15.304802246093743,150.0,144.91400604248048,-5.08599395751952,-3.3906626383463467,50.0,46.30110191345214,-3.6988980865478567,-7.397796173095713,10532.010000000002,10234.289699911116,-297.7203000888822,-2.826813685980983
76,235.75,3089.489990234375,230.0,231.8699951171875,87.7699966430664,9.380000114440918,75.16000366210938,264.25,11.3100004196167,81.94999694824219,212.2100067138672,21.989999771118164,35.150001525878906,49.90999984741211,135.9199981689453,105.69999694824219,22.75,128.55999755859375,693.72998046875,48.81999969482422,121.02999877929688,2061.919921875,369.0299987792969,279.8900146484375,320.05999755859375,142.02999877929688,45.5,129.97999572753906,81.05000305175781,2021-03-12,1054.95,1178.75,123.79999999999995,11.73515332480212,3250.0,3089.489990234375,-160.510009765625,-4.93876953125,51.41,35.19,-16.22,-31.550282046294498,1375.0,1159.3499755859375,-215.6500244140625,-15.683638139204545,,,,,,,,,300.0,347.2392169189453,47.23921691894532,15.746405639648437,,,,,119.0,137.64270510673524,18.642705106735235,15.666138745155658,200.0,218.80649185180664,18.80649185180664,9.40324592590332,190.0,166.58485527038576,-23.41514472961424,-12.323760384007494,180.0,150.19169843673706,-29.808301563262944,-16.56016753514608,,,,,151.6,161.70839950561523,10.108399505615239,6.667809700273905,150.0,145.4343980407715,-4.565601959228502,-3.043734639485668,120.53,101.4719970703125,-19.058002929687504,-15.81183351007011,100.24,87.83775,-12.402249999999995,-12.372555865921782,200.0,194.12559631347656,-5.874403686523436,-2.937201843261718,250.0,285.19239497070316,35.19239497070316,14.076957988281265,149.87,159.6413990020752,9.771399002075185,6.519916595766454,72.0,64.14589935302735,-7.854100646972654,-10.908473120795353,71.8,79.3839169921875,7.583916992187497,10.562558484940803,2128.0,1984.532624435425,-143.46737556457492,-6.741887949463107,59.91,54.85844287109375,-5.051557128906246,-8.431909746129605,55.0,44.80839965820313,-10.191600341796871,-18.530182439630675,52.7,41.18869964599609,-11.511300354003914,-21.843074675529248,50.0,41.86,-8.14,-16.28,150.0,142.97799530029297,-7.022004699707026,-4.68133646647135,50.0,46.19850173950195,-3.8014982604980503,-7.602996520996101,10532.010000000002,10118.611348303604,-413.39865169639563,-3.9251638737182906
