MSFT, 2021-09-20, 293.27, 3.75041 
BNGO, 2021-09-20, 5.09, 98.23183
AYX, 2021-09-20, 68.96, 10.37747
MSFT, 2021-09-20, 294.76, 0.33926 
TWLO, 2021-11-10, 296.2, 2.27454
SPLK, 2021-11-19, 134.61, 2.4906
