,Date,AYX,BNGO,MSFT,SPLK,TWLO,AYX_open_initial_value,AYX_open_closing_value,AYX_open_profit_nominal,AYX_open_profit_rate,AYX_closed_initial_value,AYX_closed_closing_value,AYX_closed_profit_nominal,AYX_closed_profit_rate,AYX_total_initial_value,AYX_total_closing_value,AYX_total_profit_nominal,AYX_total_profit_rate,BNGO_open_initial_value,BNGO_open_closing_value,BNGO_open_profit_nominal,BNGO_open_profit_rate,BNGO_closed_initial_value,BNGO_closed_closing_value,BNGO_closed_profit_nominal,BNGO_closed_profit_rate,BNGO_total_initial_value,BNGO_total_closing_value,BNGO_total_profit_nominal,BNGO_total_profit_rate,MSFT_open_initial_value,MSFT_open_closing_value,MSFT_open_profit_nominal,MSFT_open_profit_rate,MSFT_closed_initial_value,MSFT_closed_closing_value,MSFT_closed_profit_nominal,MSFT_closed_profit_rate,MSFT_total_initial_value,MSFT_total_closing_value,MSFT_total_profit_nominal,MSFT_total_profit_rate,SPLK_open_initial_value,SPLK_open_closing_value,SPLK_open_profit_nominal,SPLK_open_profit_rate,SPLK_closed_initial_value,SPLK_closed_closing_value,SPLK_closed_profit_nominal,SPLK_closed_profit_rate,SPLK_total_initial_value,SPLK_total_closing_value,SPLK_total_profit_nominal,SPLK_total_profit_rate,TWLO_open_initial_value,TWLO_open_closing_value,TWLO_open_profit_nominal,TWLO_open_profit_rate,TWLO_closed_initial_value,TWLO_closed_closing_value,TWLO_closed_profit_nominal,TWLO_closed_profit_rate,TWLO_total_initial_value,TWLO_total_closing_value,TWLO_total_profit_nominal,TWLO_total_profit_rate,open_initial_value_for_date,open_closing_value_for_date,open_profit_nominal_for_date,open_profit_rate_for_date,closed_initial_value_for_date,closed_closing_value_for_date,closed_profit_nominal_for_date,closed_profit_rate_for_date,total_initial_value_for_date,total_closing_value_for_date,total_profit_nominal_for_date,total_profit_rate_for_date
0,2021-09-20,69.75,5.170000076293945,294.29998779296875,146.75999450683594,337.8599853515625,715.6303311999999,723.8285324999999,8.19820130000005,1.1455916473317937,0,0,0,,715.6303311999999,723.8285324999999,8.19820130000005,1.1455916473317937,500.0000147,507.8585685944939,7.858553894493866,1.5717107326904778,0,0,0,,500.0000147,507.8585685944939,7.858553894493866,1.5717107326904778,1199.8830183,1203.5898310772704,3.706812777270443,0.3089311808514694,0,0,0,,1199.8830183,1203.5898310772704,3.706812777270443,0.3089311808514694,,,,,0,0,,,,,,,,,,,0,0,,,,,,,2415.5133642,2435.276932171764,19.76356797176436,0.8181932778628893,0.0,0.0,0.0,,2415.5133642,2435.276932171764,19.76356797176436,0.8181932778628893
1,2021-09-21,70.0,5.190000057220459,294.79998779296875,148.17999267578125,344.1000061035156,715.6303311999999,726.4228999999999,10.792568800000026,1.5081206496519761,0,0,0,,715.6303311999999,726.4228999999999,10.792568800000026,1.5081206496519761,500.0000147,509.8232033208704,9.823188620870383,1.964637666413729,0,0,0,,500.0000147,509.8232033208704,9.823188620870383,1.964637666413729,1199.8830183,1205.6346660772706,5.751647777270591,0.4793507108234229,0,0,0,,1199.8830183,1205.6346660772706,5.751647777270591,0.4793507108234229,,,,,0,0,,,,,,,,,,,0,0,,,,,,,2415.5133642,2441.8807693981407,26.367405198141,1.0915859787376232,0.0,0.0,0.0,,2415.5133642,2441.8807693981407,26.367405198141,1.0915859787376232
2,2021-09-22,69.87999725341797,5.460000038146973,298.5799865722656,149.88999938964844,349.0,715.6303311999999,725.1775750974273,9.547243897427393,1.3341027456757124,0,0,0,,715.6303311999999,725.1775750974273,9.547243897427393,1.3341027456757124,500.0000147,536.3457955472469,36.345780847246886,7.269155955736192,0,0,0,,500.0000147,536.3457955472469,36.345780847246886,7.269155955736192,1199.8830183,1221.0936136849975,21.210595384997532,1.7677219413479828,0,0,0,,1199.8830183,1221.0936136849975,21.210595384997532,1.7677219413479828,,,,,0,0,,,,,,,,,,,0,0,,,,,,,2415.5133642,2482.616984329672,67.10362012967181,2.778027276694294,0.0,0.0,0.0,,2415.5133642,2482.616984329672,67.10362012967181,2.778027276694294
3,2021-09-23,72.37000274658203,5.639999866485596,299.55999755859375,152.55999755859375,348.989990234375,715.6303311999999,751.0175324025726,35.38720120257267,4.944899574509912,0,0,0,,715.6303311999999,751.0175324025726,35.38720120257267,4.944899574509912,500.0000147,554.0275080846358,54.02749338463576,10.805498359245501,0,0,0,,500.0000147,554.0275080846358,54.02749338463576,10.805498359245501,1199.8830183,1225.101535215454,25.218516915454074,2.1017479646627377,0,0,0,,1199.8830183,1225.101535215454,25.218516915454074,2.1017479646627377,,,,,0,0,,,,,,,,,,,0,0,,,,,,,2415.5133642,2530.1465757026626,114.6332115026625,4.745708022221116,0.0,0.0,0.0,,2415.5133642,2530.1465757026626,114.6332115026625,4.745708022221116
4,2021-09-24,75.5,5.489999771118164,299.3500061035156,151.1199951171875,343.2099914550781,715.6303311999999,783.498985,67.86865380000006,9.483758700696066,0,0,0,,715.6303311999999,783.498985,67.86865380000006,9.483758700696066,500.0000147,539.2927242165184,39.292709516518414,7.858541672262558,0,0,0,,500.0000147,539.2927242165184,39.292709516518414,7.858541672262558,1199.8830183,1224.2427394613646,24.359721161364632,2.0301746745176543,0,0,0,,1199.8830183,1224.2427394613646,24.359721161364632,2.0301746745176543,,,,,0,0,,,,,,,,,,,0,0,,,,,,,2415.5133642,2547.034448677883,131.5210844778831,5.444850209778982,0.0,0.0,0.0,,2415.5133642,2547.034448677883,131.5210844778831,5.444850209778982
5,2021-09-25,75.5,5.489999771118164,299.3500061035156,151.1199951171875,343.2099914550781,715.6303311999999,783.498985,67.86865380000006,9.483758700696066,0,0,0,,715.6303311999999,783.498985,67.86865380000006,9.483758700696066,500.0000147,539.2927242165184,39.292709516518414,7.858541672262558,0,0,0,,500.0000147,539.2927242165184,39.292709516518414,7.858541672262558,1199.8830183,1224.2427394613646,24.359721161364632,2.0301746745176543,0,0,0,,1199.8830183,1224.2427394613646,24.359721161364632,2.0301746745176543,,,,,0,0,,,,,,,,,,,0,0,,,,,,,2415.5133642,2547.034448677883,131.5210844778831,5.444850209778982,0.0,0.0,0.0,,2415.5133642,2547.034448677883,131.5210844778831,5.444850209778982
6,2021-09-26,75.5,5.489999771118164,299.3500061035156,151.1199951171875,343.2099914550781,715.6303311999999,783.498985,67.86865380000006,9.483758700696066,0,0,0,,715.6303311999999,783.498985,67.86865380000006,9.483758700696066,500.0000147,539.2927242165184,39.292709516518414,7.858541672262558,0,0,0,,500.0000147,539.2927242165184,39.292709516518414,7.858541672262558,1199.8830183,1224.2427394613646,24.359721161364632,2.0301746745176543,0,0,0,,1199.8830183,1224.2427394613646,24.359721161364632,2.0301746745176543,,,,,0,0,,,,,,,,,,,0,0,,,,,,,2415.5133642,2547.034448677883,131.5210844778831,5.444850209778982,0.0,0.0,0.0,,2415.5133642,2547.034448677883,131.5210844778831,5.444850209778982
7,2021-09-27,75.38999938964844,5.539999961853027,294.1700134277344,148.8000030517578,345.1199951171875,715.6303311999999,782.3574569660949,66.72712576609501,9.32424505459461,0,0,0,,715.6303311999999,782.3574569660949,66.72712576609501,9.32424505459461,500.0000147,544.2043344527531,44.204319752753065,8.84086369062922,0,0,0,,500.0000147,544.2043344527531,44.204319752753065,8.84086369062922,1199.8830183,1203.0582788150025,3.175260515002492,0.26463084038819185,0,0,0,,1199.8830183,1203.0582788150025,3.175260515002492,0.26463084038819185,,,,,0,0,,,,,,,,,,,0,0,,,,,,,2415.5133642,2529.62007023385,114.10670603385057,4.7239111869555455,0.0,0.0,0.0,,2415.5133642,2529.62007023385,114.10670603385057,4.7239111869555455
8,2021-09-28,71.83000183105469,5.460000038146973,283.5199890136719,139.4199981689453,322.1499938964844,715.6303311999999,745.413689101715,29.783357901715135,4.1618356018774545,0,0,0,,715.6303311999999,745.413689101715,29.783357901715135,4.1618356018774545,500.0000147,536.3457955472469,36.345780847246886,7.269155955736192,0,0,0,,500.0000147,536.3457955472469,36.345780847246886,7.269155955736192,1199.8830183,1159.5031934695435,-40.37982483045653,-3.3653134692802684,0,0,0,,1199.8830183,1159.5031934695435,-40.37982483045653,-3.3653134692802684,,,,,0,0,,,,,,,,,,,0,0,,,,,,,2415.5133642,2441.2626781185054,25.749313918505493,1.0659975763385314,0.0,0.0,0.0,,2415.5133642,2441.2626781185054,25.749313918505493,1.0659975763385314
9,2021-09-29,71.6500015258789,5.210000038146973,284.0,137.57000732421875,312.79998779296875,715.6303311999999,743.5457413347625,27.915410134762624,3.900814277666635,0,0,0,,715.6303311999999,743.5457413347625,27.915410134762624,3.900814277666635,500.0000147,511.78783804724696,11.787823347246956,2.357564600136992,0,0,0,,500.0000147,511.78783804724696,11.787823347246956,2.357564600136992,1199.8830183,1161.4662799999999,-38.416738300000134,-3.201706975937467,0,0,0,,1199.8830183,1161.4662799999999,-38.416738300000134,-3.201706975937467,,,,,0,0,,,,,,,,,,,0,0,,,,,,,2415.5133642,2416.7998593820093,1.2864951820094461,0.0532597004461349,0.0,0.0,0.0,,2415.5133642,2416.7998593820093,1.2864951820094461,0.0532597004461349
